codes
"B       MT4819100000000 Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area   0       T       6755"
"B       MT4821340000000 El Paso, TX Metropolitan Statistical Area       0       T       6756"
"B       MT4826420000000 Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area      0       T       6757"
"B       MT4828660000000 Killeen-Temple, TX Metropolitan Statistical Area        0       T       6758"
"B       MT4829700000000 Laredo, TX Metropolitan Statistical Area        0       T       6759"
"B       MT4830980000000 Longview, TX Metropolitan Statistical Area      0       T       6760"
"B       MT4831180000000 Lubbock, TX Metropolitan Statistical Area       0       T       6761"
"B       MT4832580000000 McAllen-Edinburg-Mission, TX Metropolitan Statistical Area      0       T       6762"
"B       MT4833260000000 Midland, TX Metropolitan Statistical Area       0       T       6763"
"B       MT4836220000000 Odessa, TX Metropolitan Statistical Area        0       T       6764"
"B       MT4841660000000 San Angelo, TX Metropolitan Statistical Area    0       T       6765"
"B       MT4841700000000 San Antonio-New Braunfels, TX Metropolitan Statistical Area     0       T       6766"
"B       MT4843300000000 Sherman-Denison, TX Metropolitan Statistical Area       0       T       6767"
"B       MT4845500000000 Texarkana, TX-AR Metropolitan Statistical Area  0       T       6768"
"B       MT4846340000000 Tyler, TX Metropolitan Statistical Area 0       T       6769"
"B       MT4847020000000 Victoria, TX Metropolitan Statistical Area      0       T       6770"
"B       MT4847380000000 Waco, TX Metropolitan Statistical Area  0       T       6771"
"B       MT4848660000000 Wichita Falls, TX Metropolitan Statistical Area 0       T       6772"
"B       MT4930860000000 Logan, UT-ID Metropolitan Statistical Area      0       T       7301"
"B       MT4936260000000 Ogden-Clearfield, UT Metropolitan Statistical Area      0       T       7302"
"B       MT4939340000000 Provo-Orem, UT Metropolitan Statistical Area    0       T       7303"
"B       MT4941100000000 St. George, UT Metropolitan Statistical Area    0       T       7304"
"B       MT4941620000000 Salt Lake City, UT Metropolitan Statistical Area        0       T       7305"
"B       MT5072400000000 Burlington-South Burlington, VT Metropolitan NECTA      0       T       7384"
"B       MT5113980000000 Blacksburg-Christiansburg-Radford, VA Metropolitan Statistical Area     0       T       7671"
"B       MT5116820000000 Charlottesville, VA Metropolitan Statistical Area       0       T       7672"
"B       MT5125500000000 Harrisonburg, VA Metropolitan Statistical Area  0       T       7673"
"B       MT5131340000000 Lynchburg, VA Metropolitan Statistical Area     0       T       7674"
"B       MT5140060000000 Richmond, VA Metropolitan Statistical Area      0       T       7675"
"B       MT5140220000000 Roanoke, VA Metropolitan Statistical Area       0       T       7676"
"B       MT5144420000000 Staunton-Waynesboro, VA Metropolitan Statistical Area   0       T       7677"
"B       MT5147260000000 Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area        0       T       7678"
"B       MT5149020000000 Winchester, VA-WV Metropolitan Statistical Area 0       T       7679"
"B       MT5313380000000 Bellingham, WA Metropolitan Statistical Area    0       T       7870"
"B       MT5314740000000 Bremerton-Silverdale, WA Metropolitan Statistical Area  0       T       7871"
"B       MT5328420000000 Kennewick-Richland, WA Metropolitan Statistical Area    0       T       7872"
"B       MT5331020000000 Longview, WA Metropolitan Statistical Area      0       T       7873"
"B       MT5334580000000 Mount Vernon-Anacortes, WA Metropolitan Statistical Area        0       T       7874"
"B       MT5336500000000 Olympia-Tumwater, WA Metropolitan Statistical Area      0       T       7875"
"B       MT5342660000000 Seattle-Tacoma-Bellevue, WA Metropolitan Statistical Area       0       T       7876"
"B       MT5344060000000 Spokane-Spokane Valley, WA Metropolitan Statistical Area        0       T       7877"
"B       MT5347460000000 Walla Walla, WA Metropolitan Statistical Area   0       T       7878"
"B       MT5348300000000 Wenatchee, WA Metropolitan Statistical Area     0       T       7879"
"B       MT5349420000000 Yakima, WA Metropolitan Statistical Area        0       T       7880"
"B       MT5413220000000 Beckley, WV Metropolitan Statistical Area       0       T       7989"
"B       MT5416620000000 Charleston, WV Metropolitan Statistical Area    0       T       7990"
"B       MT5426580000000 Huntington-Ashland, WV-KY-OH Metropolitan Statistical Area      0       T       7991"
"B       MT5434060000000 Morgantown, WV Metropolitan Statistical Area    0       T       7992"
"B       MT5437620000000 Parkersburg-Vienna, WV Metropolitan Statistical Area    0       T       7993"
"B       MT5448540000000 Wheeling, WV-OH Metropolitan Statistical Area   0       T       7994"
"B       MT5511540000000 Appleton, WI Metropolitan Statistical Area      0       T       8077"
"B       MT5520740000000 Eau Claire, WI Metropolitan Statistical Area    0       T       8078"
"B       MT5522540000000 Fond du Lac, WI Metropolitan Statistical Area   0       T       8079"
"B       MT5524580000000 Green Bay, WI Metropolitan Statistical Area     0       T       8080"
"B       MT5527500000000 Janesville-Beloit, WI Metropolitan Statistical Area     0       T       8081"
"B       MT5529100000000 La Crosse-Onalaska, WI-MN Metropolitan Statistical Area 0       T       8082"
"B       MT5531540000000 Madison, WI Metropolitan Statistical Area       0       T       8083"
"B       MT5533340000000 Milwaukee-Waukesha-West Allis, WI Metropolitan Statistical Area 0       T       8084"
"B       MT5536780000000 Oshkosh-Neenah, WI Metropolitan Statistical Area        0       T       8085"
"B       MT5539540000000 Racine, WI Metropolitan Statistical Area        0       T       8086"
"B       MT5543100000000 Sheboygan, WI Metropolitan Statistical Area     0       T       8087"
"B       MT5548140000000 Wausau, WI Metropolitan Statistical Area        0       T       8088"
"B       MT5616220000000 Casper, WY Metropolitan Statistical Area        0       T       8228"
"B       MT5616940000000 Cheyenne, WY Metropolitan Statistical Area      0       T       8229"
"B       MT7210380000000 Aguadilla-Isabela, PR Metropolitan Statistical Area     0       T       8266"
"B       MT7211640000000 Arecibo, PR Metropolitan Statistical Area       0       T       8267"
"B       MT7225020000000 Guayama, PR Metropolitan Statistical Area       0       T       8268"
"B       MT7232420000000 Mayaguez, PR Metropolitan Statistical Area      0       T       8269"
"B       MT7238660000000 Ponce, PR Metropolitan Statistical Area 0       T       8270"
"B       MT7241900000000 San German, PR Metropolitan Statistical Area    0       T       8271"
"B       MT7241980000000 San Juan-Carolina-Caguas, PR Metropolitan Statistical Area      0       T       8272"
